name,longitude,latitude
Les Cocottes,2.3017938,48.8581713
Sadaharu Aoki,2.3303413,48.8479572
Cercle d'Afrique,2.3415252,48.8958592
Le Pot O'Lait,2.3517896,48.8399561
Les Petits Plats de Marc,2.3491261,48.8404663
L'Agrume,2.3561906,48.8387797
Catane Corner,2.3419109,48.8457369
Les Voyelles,2.34151,48.8567932
Mon Vieil Ami,2.3544889,48.8525191
Shin Jung,2.3241036,48.8813248
Starbucks,2.3439689,48.8624574
Virgule,2.3546255,48.8335614
IZU,2.3549098,48.833722
Baan Issan,2.3546338,48.833747
Cèdre sur Seine,2.3552,48.8339136
Chez Mimi,2.3558591,48.8333001
Yommy,2.3588081,48.8363982
Flam's,2.3418819,48.8715019
La Maison Du Dim Sum,2.3433452,48.8459629
Boboli,2.3589911,48.8559679
Glou,2.3614242,48.8604071
Le Taxi Jaune,2.3566201,48.863199
Le Cappiello,2.2988681,48.8470145
Casa Tommaso,2.2844796,48.8709957
Saveurs & Co,2.2853192,48.8705609
Yamada,2.3625306,48.8787276
Restaurant Bodrum,2.3625942,48.8787709
Café Marguerite,2.3398241,48.8784862
Gwadar,2.3327705,48.8662857
Iran Safran,2.3769633,48.8662413
Chicken Spot & Kebab,2.3572955,48.8755986
Le Prince,2.3570716,48.8756049
Les Bols de Jean,2.3368741,48.86901
Bouillon Pigalle,2.3374516,48.8826028
Le Robinet,2.3836677,48.8659133
ThaiXpress,2.3432497,48.8527896
restaurant,2.3224832,48.843178
Lemoine,2.3076874,48.8597621
L'Ecailler du Bistrot,2.38499,48.852433
Kapunka,2.3258753,48.8414935
La Boîte à Tiep,2.381415,48.8568282
Pizza Pinzuti,2.3338127,48.8918764
Cot Cot,2.346426,48.883003
Starbucks,2.3860874,48.8338689
McCafé,2.3513314,48.861821
La Frontera,2.3074957,48.8712631
Miroir,2.3398321,48.8840024
La Brasserie Thai,2.3398018,48.8867955
So’fast,2.3796587,48.8661249
So’fast,2.3768513,48.8654471
Restaurant Sancak,2.3533066,48.8712741
Le Merci,2.3477581,48.8698649
L'Abattoir végétal,2.3453682,48.8905617
Sushi Shop Poincaré,2.2852676,48.8706752
Il Tronchetto,2.2911593,48.8495124
Wim à Table,2.3202814,48.8898959
India StreEAT,2.3518803,48.8404317
Juice Box,2.3513658,48.8395009
Monts & Rizières,2.351866,48.8404149
Sushi M,2.3740915,48.8308261
Le Pont du Yunnan - 滋味云南,2.3380986,48.8776793
Au Fil des Saisons,2.359547,48.865616
INKA x La Mezcaleria en terrasse,2.3659383,48.8639072
Maythai,2.3712517,48.8657148
Tavola di Gio,2.3296018,48.841136
Fellini,2.3423775,48.861223
La Cicciolina,2.3820738,48.8656914
Fuxia,2.2849492,48.8703726
La Table Libanaise,2.2885076,48.8418541
Kurry Up,2.2991127,48.88082
Bimi Sushi,2.3009339,48.8788595
Season,2.3624159,48.8651824
Gigi,2.3633418,48.8647945
East Bird,2.3670032,48.8639751
L'Île aux Bokits,2.3720856,48.8539503
Akash,2.3495469,48.8590286
Saveur d'Asie,2.3519492,48.8461476
Aux Délices d'Asie,2.3484353,48.8484079
Le Relais Gascon,2.3391711,48.8840008
Afghani,2.3452526,48.8870172
Sale e Pepe,2.2990747,48.8809824
Maison de la Poutine,2.3451937,48.8656871
Village de l'Inde,2.2821243,48.8691254
Giulio Rebellato,2.2816776,48.8685684
Délices d'Asie,2.3290317,48.8316912
Asako,2.32893,48.8315443
La Midinette,2.3342615,48.8849771
Le 32,2.2816898,48.8673326
Chez Eugène,2.3405758,48.8866834
Pepilafa l'Authentique,2.2829957,48.8700927
Au Petit Bar,2.3290996,48.8654471
Bocamexa,2.3551646,48.8738132
Chez Mamie,2.3535057,48.8630023
Au Poulet Braisé,2.3835056,48.867513
Djawa,2.325781,48.873153
Mesclun,2.3224622,48.8732727
Jasmin Kuacan,2.3223831,48.8735516
Cojean,2.3213743,48.8735493
Kini,2.3179157,48.8734927
Aux Goûts d'Asie,2.3179866,48.8733117
L'Inte Caffe,2.3179305,48.8734353
Washingtonia,2.3176372,48.8737915
Roomies,2.3146391,48.8739912
L'Orient des Champs,2.3111198,48.8733402
Chido,2.3088283,48.8733646
Cô Tư,2.2997361,48.8467736
Au Poulet Braisé,2.3491408,48.8928055
Shandika,2.3466808,48.8664921
Villa Darjeeling,2.3964489,48.8543114
Le 54 Bis,2.3952403,48.8559441
Rajib Mahal,2.3972336,48.8532978
Poivron Rouge,2.3972988,48.8532314
Jaipur Palace,2.3461335,48.8655768
You Wei,2.375646,48.8724994
Traiteur Aux Bons Amis,2.3761544,48.8724444
Little Italy Caffé,2.3472315,48.865996
BB Tea,2.3464638,48.8660168
Les Délices de Montorgueil,2.3472491,48.8661719
Le Royal China,2.3548671,48.8640902
Bibimbap,2.3620898,48.8408119
Les Barytons,2.3519254,48.8619569
Bubbleteacup,2.3519869,48.8620599
Le Roi du Falafel,2.3508781,48.8599044
Marie Madeleine,2.35191,48.86192
Lucky Luciano,2.35234,48.8627125
Eathaï Street Food,2.3486781,48.8634153
Flavors from Paris,2.339705,48.8520576
Le Berthoud,2.3471522,48.8479803
Cassiopée Café,2.3471778,48.8884963
Au Goût Dujour,2.2855627,48.84756
Nina Sushi,2.3765046,48.8288041
Le Chinois de Bercy,2.3828405,48.8376963
O'Tacos,2.3481331,48.8669523
Le Corridor,2.3476388,48.8663073
Agalega,2.3440168,48.8662031
Le Bienvenu,2.3435694,48.8658319
Chez Tof,2.3389898,48.8706965
Ryukishin,2.3373988,48.8669715
Kanadé,2.3345603,48.867057
Bean,2.3329917,48.8676107
Bao Shelter,2.3418701,48.8702214
Bambou Vert,2.2806569,48.8436104
Tomiki,2.3149369,48.8844707
Chongqing Liuyishou Hotpot,2.3506661,48.8719571
Melt Batignoles,2.3202257,48.887766
Le Sirocco,2.35171,48.8358769
New Delices,2.2813782,48.8673937
Hana,2.3033973,48.8413913
La Grange Saint-Michel,2.3450044,48.8524211
Le Vieux Paris,2.3450838,48.8524098
La Ferme de Roi,2.3451758,48.8523842
Cantina di Luca,2.3016928,48.8659666
Thai Kamkoun,2.3533598,48.8687225
An Com,2.3535243,48.8687933
Nous Châteaudun,2.3413613,48.8759428
Pertinence,2.3034841,48.8570742
Arti,2.2973384,48.8408996
347 Lecourbe,2.2824562,48.8362337
Le Galopin de Lulu,2.3748599,48.8553004
Rivoluzione,2.3747962,48.855402
Louie Louie,2.3803537,48.8534969
La Mandarine,2.2813002,48.8674686
Fatto Qui !,2.2815927,48.8674406
Nossa,2.3480617,48.8474447
Blend Odéon,2.3383439,48.8535194
Factory & Co,2.338454,48.8523969
Minori Sushi,2.3573111,48.8563452
Bambou,2.3451203,48.869308
Le Maxi Grill,2.3869406,48.8679083
Grill & Kebab,2.3912287,48.8691247
Loulou,2.3330193,48.8632548
T'Cup,2.3649288,48.8574478
Le Beyritus,2.2660664,48.8411052
Guan Guan Yuan,2.2665703,48.8413823
Kyoto,2.2658641,48.8407889
Délices du Liban,2.2661669,48.8399735
Maison Dangles,2.2662594,48.8399193
L'Entr'Acte,2.3425604,48.8836531
SAaM,2.3627227,48.872192
La Cantine Russe,2.2959364,48.8633584
Racina,2.3491879,48.8453138
La Baie d'Ha Long,2.2637032,48.8402306
Chatime,2.3549279,48.8641875
La Crète,2.324593,48.8425318
Casa Déa,2.3415669,48.831318
Noo-York,2.3558049,48.8641426
Pasta Oro,2.2664104,48.8416157
Pakiza,2.2984525,48.8484397
La Thaïlandaise,2.2984981,48.8484799
Daily Food,2.2609822,48.8392253
O'Tacos,2.2594379,48.8387488
L’OisiveThé,2.3516407,48.828059
Le Radis Beurre,2.3078319,48.846333
Radio Eat,2.2791864,48.852127
Happy Sushi,2.2616333,48.8388878
Pong Crabe,2.3310971,48.828704
Paris Del Sol,2.3736943,48.8532856
Le Pain Quotidien,2.3391294,48.8661691
Sushi Arts Studio,2.2879511,48.8692735
231 East St.,2.3203127,48.8425298
Korean Barbecue,2.2944521,48.8423873
Gioco,2.2938102,48.8434706
Caffè Senatore,2.3001566,48.8432223
Burger n Juice,2.2953726,48.8407619
Papy Aux Fourneaux,2.3180379,48.8355634
Jacopo,2.3000605,48.871268
We Cantine,2.3460581,48.8598426
Khatmandou,2.3531972,48.8459259
Kathmandu,2.3531847,48.8459225
Pizza Exelmans,2.2644399,48.8413344
Phô 520,2.278197,48.83701
Chez Blanchette,2.2779507,48.8370749
La Gavotte,2.3268751,48.8790049
Gourmet Tsingtao,2.3656869,48.8330894
天天食店,2.3657922,48.8330295
Fuxia,2.3399447,48.8481072
Rammal,2.2770937,48.8506956
B&M,2.3398315,48.8844073
Kangdu,2.395574,48.8566281
Chez Tante Farida,2.3955536,48.8567912
Mozzatto,2.3465336,48.8658553
Non Solo Pizze,2.2847559,48.8686188
Aux 3 Présidents,2.2734109,48.8362455
Guimi House,2.3601684,48.868581
Braisé,2.3600706,48.8690951
Napoli Caffè,2.3591392,48.8649493
Mazaj,2.3823166,48.8505265
Sakura,2.3980477,48.87248
Santa Monica,2.3950303,48.8767575
Le Village Kleber,2.2900626,48.8691598
Crep'Way,2.3749583,48.8919049
U Mulinu,2.3622415,48.8410659
Le Paradis du Couscous,2.2701304,48.8467843
Domino's Pizza,2.3557064,48.8902709
Sushi Shop,2.3398537,48.8786643
Le Ventura,2.3405838,48.880328
Fast Balard,2.2792648,48.8370562
Loliva,2.3864095,48.8641998
Kydam,2.3871668,48.8635658
Traiteur Asiatique,2.310359,48.851307
Le Valentin,2.3421483,48.8723392
Al Dar,2.2849161,48.8705453
La Nonna,2.3735716,48.8745474
Pink Mamma,2.3344849,48.8819128
La Trattoria di Augustino,2.3209528,48.8899781
Le Pavillon du Ciel,2.311244,48.8850493
Bibimbaps,2.3071512,48.8879492
Fresh,2.2850283,48.8690407
Rio Caldo,2.4090551,48.84906
L'Atelier,2.3702221,48.8375484
Art Sushi,2.2954612,48.8341582
Teppanyaki Sushi,2.3118711,48.8847352
Brutti & Cattivi,2.4021234,48.8679983
Love Me Cru,2.38015,48.8725992
Thaï in Box,2.3520972,48.862975
Au Garage à Vélos,2.3462808,48.8828963
Saveurs Zen,2.34155,48.8684918
Le Bourgeon,2.3392296,48.8758659
Marianina,2.3320816,48.8825642
Au fournil de Voltaire,2.3822236,48.8567691
Chipotle,2.3404894,48.8720531
Okinawa Sun,2.2999665,48.84192
New Jhelum,2.3394701,48.8710102
Aoba,2.3398886,48.8713628
Shoku,2.3012025,48.8422851
Soyouz,2.3486715,48.8272215
La Cidrerie,2.3618975,48.8552477
Mipi,2.3326549,48.8676812
21g Dumpling,2.380227,48.8505508
Chez Vinh Express,2.3657498,48.8218267
La Grèce,2.3658486,48.8218463
Café Jean,2.3887161,48.8878064
Claus,2.3404442,48.8624798
Social Kitchen Bar,2.3314151,48.8910523
Boneshaker Doughnuts,2.3472063,48.8678805
Salento Marais,2.3629448,48.855773
Maison Dong,2.3411969,48.8706838
Crêperie Bonsergent,2.3612621,48.8710459
Boulom,2.3356628,48.893611
Naan Stop,2.3244937,48.8882568
Minh Chau,2.355092,48.8572417
Tavline,2.3575689,48.8564057
O'Tacos,2.3877103,48.8840751
Le Délice,2.3434629,48.8955443
New Song Heng,2.3052353,48.8263256
Coronado Café,2.3048598,48.8264334
Panificio,2.3730395,48.8323593
Griglia,2.3730966,48.8322113
Au Cheval,2.3727846,48.832538
Trattoria,2.3726119,48.832398
Pizzeria,2.3726214,48.8320557
Gallika,2.326718,48.8706678
L'Avenue du Liban,2.323691,48.8887316
Sannine,2.3426956,48.8738696
Potel et Chabot,2.289866,48.8681159
Bonpot,2.3428416,48.8702477
Joayo,2.3849975,48.8501704
Les Orangères,2.4051603,48.8720072
Koko,2.354634,48.8644792
Le Diez,2.4034225,48.859703
Koko,2.3719513,48.8838277
Bangkok,2.2860445,48.8651958
Parigini,2.3180438,48.8443947
Les Sardignac,2.3449879,48.8739562
Délices & Mo,2.3188907,48.8961254
Chouette,2.405492,48.8542447
86 Champs,2.3037303,48.8713873
Hanafousa,2.3355261,48.8536098
La Croissanterie,2.3353243,48.8534774
Mak Chicken,2.3464245,48.8226478
Tasty Cheese,2.3095026,48.8350451
Sonata Pizza,2.3197023,48.8903945
L'Envie du Jour,2.3183075,48.8888427
Mina Express,2.3549878,48.8447841
Italian's Caffe,2.373995,48.841123
Fendi Grill House,2.3818083,48.8946966
D'oro,2.4040232,48.8390751
Café Soucoupe,2.3477801,48.8733744
AN,2.3476895,48.8690585
Hipoke,2.3479505,48.869951
,2.386625,48.8626011
Tao Asian Fusion,2.347529,48.8583649
Au Trappiste,2.3475203,48.8582926
(Kebab),2.3105212,48.8360283
Somec,2.310754,48.8358928
Ito Sushi,2.3891755,48.8881741
Hank Burger,2.3446162,48.8769303
Crousti Poulet,2.4050564,48.8343246
Sushi Man,2.2817511,48.8670048
Délice de Condorcet,2.3481025,48.8796131
Avli,2.3514081,48.8701364
Les Grillades de Buenos Aires,2.3254531,48.8420983
Crêperie de Pont-Aven,2.3254759,48.8421308
Crêperie Port Manech,2.3255263,48.842192
La Crêperie Bretonne,2.3253681,48.8420027
Le Bigouden,2.3251328,48.8417203
La Barra Latina,2.3824919,48.8619782
Madito,2.3813759,48.8500404
Comptoir Madras Des Antilles,2.3201392,48.8799746
Paris Seize,2.2824168,48.8665236
Paris-Belleville,2.3803798,48.8730416
Krung Thep Mahanakorn,2.3821024,48.873399
Oppa,2.38085,48.8731387
Croq-Crep,2.3807401,48.8731161
Le Shanghai,2.3255977,48.8489697
Okawari,2.3107386,48.8422849
L'Escale de la Place,2.3949519,48.8770594
La Table de Lucie,2.319086,48.8792907
Pizza Hut,2.3444669,48.8771365
Label Ferme,2.3348652,48.8688176
Dochilak,2.3350803,48.868944
Il Timo,2.3355452,48.8692078
Bravo,2.3353434,48.8688061
Café de l'Homme,2.2875513,48.8622322
Pontochoux,2.3651512,48.8613049
Délices du Pays,2.3217046,48.8346544
Château Kefraya,2.3220872,48.8343442
Ducky's,2.3346536,48.840548
Omusubi Gonbei,2.3372128,48.8666098
Touytouyt,2.3665195,48.8820607
Mamie Sushi,2.3528002,48.8615823
La Bonne Pizza,2.3226361,48.8966552
Momiji Sushi,2.3466238,48.8789373
Indochine,2.3164557,48.8890068
Pisanov,2.3099635,48.8474495
Blitz,2.3789758,48.8608277
Ker Beer,2.3229002,48.839616
Bella Luna,2.346517,48.8788967
Corto,2.3289647,48.8912495
Zicatela,2.3479768,48.8701429
Crêperie Bonne nouvelle,2.3479999,48.8704138
K'si,2.3491448,48.8700946
Fuli's,2.3711744,48.8540402
Délices,2.3709876,48.8538322
Phénix d'Or,2.3712332,48.8540939
La pause traiteur,2.3622197,48.8784899
Le Grand Phénicien,2.3301762,48.8848895
Banh Mi Viet,2.3626532,48.8415652
Bolivar,2.3732268,48.8813851
Sushi Magic,2.3654332,48.8257935
L'Atelier 16,2.259603,48.8376407
Al Mina,2.261503,48.8388174
Lili's Brownies,2.3302259,48.8524225
Café Mericourt,2.3736818,48.862514
Coupi Street Kitchen,2.3701885,48.8213302
Fresh Noodles & Wok,2.3478405,48.859628
La Creperie,2.3341689,48.8859783
Bombona,2.3128219,48.8517416
Yamaya,2.3176988,48.8517972
Le Délice Burger,2.2805212,48.8423327
Chez Paolo,2.3338854,48.8818222
Le Mansart,2.333528,48.8820847
A la Cloche d'Or,2.3333482,48.8820952
Saturne,2.2835967,48.839927
Al Wady,2.283445,48.839796
Chez Foucher Mère et Fille,2.3611069,48.8868636
La Fabrique,2.3207367,48.8329497
Pomme de Pain,2.275392,48.8297693
Grill Bosphore,2.3877644,48.8872189
Epire Traiteur Grec,2.3300678,48.8337279
Noura,2.3351898,48.8709531
The Melting Pot,2.3557091,48.8850372
Solemar,2.2609919,48.8485295
Indiway,2.3483013,48.8902473
Le Tizzi,2.3222597,48.8342507
Safran,2.3447253,48.8526262
Le Colbert,2.3446823,48.8527635
Pitaya,2.344681,48.8528926
Les Balkans,2.344713,48.8529889
Maison de Gyros,2.3446804,48.8529335
Ma Goldo,2.2732004,48.8664229
Nello,2.2734378,48.8663701
Le Chat Ivre,2.3749738,48.8550362
Popote & Papote,2.3669454,48.8271941
Venise,2.2582379,48.8375512
Bubble T. Paris,2.3302088,48.8411186
Croc Time,2.3833341,48.8735994
Avec Amour,2.3842162,48.8735446
Number One,2.3840491,48.8735263
Afroodiziak,2.3848763,48.8736507
L’Oraziano,2.3587966,48.8354958
Bambou d'Or,2.3036923,48.8569263
Isana,2.3385935,48.8765862
Huitzilin,2.4051941,48.8650152
La cuisine par Giovanni Passerini,2.3375564,48.8808688
Nana,2.3358601,48.8796732
New Delhi Palace,2.3548615,48.8782104
Big Buddha,2.2582457,48.8456361
Cheng Délice,2.3255212,48.8273836
Le Roi du Délice,2.3536967,48.8468978
Yansai,2.3204047,48.8900436
Café NATA,2.3330237,48.8742462
Chez Nunzio,2.3972459,48.8463067
McDonald's,2.3049491,48.8431672
Chez Alex,2.3793767,48.8726404
Mian Guan,2.3802025,48.8728371
Petits raviolis,2.382469,48.8734738
Wen Zhou Mei Shi Lin,2.3788507,48.8724903
Le Plaisir,2.3787708,48.8724657
Mypoki,2.3767594,48.8512528
Toloache,2.3474587,48.8867361
Osaka,2.265449,48.8411963
Le Feu de Mars,2.3531966,48.8276512
Da Carmine,2.3400192,48.8809656
Au Benefice,2.3430973,48.8803075
Le Pantruche,2.3397352,48.8804667
Canard Street,2.3371616,48.8663728
CIP20,2.3804329,48.8721045
CAFéS,2.330632,48.8557833
Aux crus de Bourgogne,2.3466392,48.8658478
Wok Addict,2.3310449,48.8748379
,2.3457623,48.8523181
Compose,2.3041471,48.8847143
Terra Mia,2.3305766,48.8414541
Salatim,2.3460506,48.8691186
Mr Zhao,2.3437623,48.869669
BRAVO,2.3432798,48.8697805
Jujube,2.3134607,48.8519728
Asirama,2.2618047,48.8389791
La Cale du Cotentin,2.3401432,48.8771027
Café Pouchkine,2.3473866,48.8669718
Il Tre,2.3470689,48.8665658
Orient Express 2,2.3470606,48.8665168
Thai Yimyim,2.3713018,48.8265705
Traiteur Chez Madame Lin,2.3708268,48.8271273
La Sablière,2.3208554,48.832417
Dice Poké Shapers,2.3431266,48.8712647
,2.4040291,48.8683124
Pain Vin Fromages,2.354458,48.860522
Le Congrès Auteuil,2.2599438,48.8477672
Subway,2.3220726,48.8758525
Pass'sage,2.3227733,48.8757207
Breathe,2.3373738,48.879878
Fresh Tacos,2.3370162,48.8827045
Rouge Bis,2.3319621,48.8837301
Rajasthan,2.3818123,48.8397665
Au Vinyle Gourmand,2.3815455,48.8394166
Dix Mille Bonheurs,2.3533821,48.8885422
Best Africa,2.3531243,48.8885242
All Wok,2.3538391,48.8884169
Le Doudeauville,2.353292,48.8883679
PNY Oberkampf,2.3777638,48.8656521
Aux mandarins de Belleville,2.3782471,48.8733161
Fada,2.3801752,48.8730049
La brasserie bretonne,2.3794895,48.8729659
Chicken Grill,2.3367787,48.8827878
Sushi Takasaki,2.3357131,48.8831053
Royal Food,2.3354252,48.8831816
Dounia,2.3350515,48.8833
O'Tacos,2.3349385,48.8833335
Kebab,2.3346629,48.8834152
Glaces Crêpes Paninis,2.3327141,48.8840112
IT,2.3313605,48.884337
Scuderia Del Mulino,2.3312525,48.8843607
Marinisa,2.3311555,48.8843819
Corcoran's,2.3309717,48.884422
Chez Kelly,2.3445562,48.8522125
Santorini,2.3446109,48.8522587
Ristorante Pizza Sarno,2.3445118,48.85216
Le Petit Cluny,2.3436424,48.8515967
Baci,2.2834364,48.8713295
Café Montorgueil,2.3468417,48.8653939
Conserverie La Belle-Iloise,2.3468182,48.8653152
Les Chartrons,2.3578253,48.864433
Gusto Fresco,2.3466412,48.8640765
Made in Italy,2.3464341,48.8640393
Aux Tonneaux des Halles,2.3465474,48.86371
Presto Fresco,2.3457657,48.8638346
Redd,2.3477567,48.8662834
Pupetta,2.3502941,48.8647446
Blackwood Food,2.349683,48.8644646
La Cucaracha,2.3474745,48.8647093
Osteria Ruggera,2.3472523,48.8647165
Monsieur K,2.3478385,48.8650697
McDonald's,2.3471574,48.8672677
Place Gustave,2.3009004,48.8472456
Klark,2.3755598,48.8678614
Balaji,2.3752058,48.8682497
Luangpra,2.3759782,48.8673993
L'Alicheur,2.3775617,48.8655067
Le Comptoir Marguery,2.349787,48.8367795
Los Güeros,2.3789652,48.8628135
Fa Fa,2.2816612,48.8673537
So Crêpe,2.2592901,48.8387031
L'Arequier,2.3180971,48.8327513
Roomies,2.3477665,48.8716002
Kyu,2.3477708,48.871477
Yaai Thaï,2.3485884,48.8703762
Le Ptit Bistrot,2.3933126,48.8694994
Hotaru,2.3427222,48.8782074
Kozo,2.3373363,48.8772425
Nirvana Dream,2.3372412,48.8769371
Shinjuku Sushi,2.3777496,48.8617351
Latinogourmand,2.3675429,48.8821941
Un Grain décalé,2.3318781,48.8445104
Khung Thai,2.3940146,48.8505115
Le Comptoir du Canal,2.3718585,48.8837886
Traiteur Pekin,2.2652896,48.8410485
La Cantina,2.2632558,48.8394485
Le d'Argout,2.3441519,48.866277
Gaby,2.3440938,48.8660969
Les Affamés,2.3375262,48.8688397
Il Piccolo Drouot,2.3417636,48.8740931
Le Djamel,2.3533716,48.8873092
Mizupoke,2.3361224,48.8766985
Restaurant Chez Ma Coco,2.3540201,48.8878917
Sole - Mio,2.3561008,48.8878716
Keur Bour Guewel - Restaurant sénégalais,2.3553748,48.8871958
Koyaka Kitchen,2.3530571,48.8871147
Restaurant L'Etoile,2.3521358,48.8868598
King Coq,2.3513261,48.8868858
Épicerie le Myrha,2.3511531,48.8868494
,2.3635713,48.8427887
Le Bonheur,2.3633695,48.8425248
Iki,2.3633467,48.84249
Viande à Gogo,2.3524408,48.887825
Restaurant - B - Solution,2.3522519,48.8878704
Ici Librairie,2.3438652,48.8711271
MarXito,2.3106479,48.8698462
Au Nouveau Nez,2.3770012,48.8661975
Maison de la Poutine,2.3752798,48.864545
Mian Fan,2.3314887,48.87478
IL Brigante,2.3400395,48.8921794
Krügen,2.3739291,48.8681239
L'Écume Saint-Honoré - Restaurant,2.3312119,48.8659441
Poissonnerie EBISU,2.3733329,48.8585125
Bar à Iode - Charonne,2.3830737,48.8533837
Bar à Iode - Saint-Germaine,2.3516467,48.8497018
Restaurant L'Huîtrier,2.2962206,48.8797665
Co,2.3429355,48.8966278
Les Pirates de Montmartre - La Cuisine,2.3424474,48.8933911
Aux Bons Crus,2.3800072,48.8571557
Il Vantaggio,2.2595891,48.8384155
Sanjo,2.3331854,48.8663481
Le Terroir est dans le Pré,2.3417882,48.8740004
Tham's,2.341104,48.8740204
Line Sushi,2.3431805,48.8740953
Bianco,2.3469967,48.8650408
César,2.3467843,48.8651148
Girasole Due,2.3486133,48.8308564
La Table Monceau,2.3089207,48.8811408
Pinto Thai,2.32371,48.8333998
Chez Y Lan,2.3269636,48.8339003
Seoul Opera,2.3331044,48.8675917
Ma Chère et Tendre,2.2849655,48.879217
Le Chawarma du Palais,2.2845614,48.8785602
Acqua e Farina,2.3661373,48.8696226
Com Viet,2.3455569,48.8284395
Kasha,2.3619981,48.87434
Mypoki,2.3454178,48.8671987
Fuumi,2.3444836,48.8669148
Orient Express,2.3430484,48.8751412
Pastaland,2.3208162,48.8916585
Maison Lacaille,2.3249587,48.892606
Le Bon Bobun,2.3216479,48.8918579
La Petite Maison dans la Cour,2.361013,48.8530787
Kura,2.274943,48.8575201
Le Agra,2.2783984,48.8565143
Kyoto,2.3256018,48.8747208
Bontà,2.3254566,48.8748777
La Mascotte,2.3774829,48.8901654
Sushi Papaya,2.3500507,48.8281104
Sellae,2.3596622,48.8387321
Bon Ga,2.3866518,48.8428985
Oketa,2.3708354,48.8854758
M&Y Savor,2.3546583,48.8444718
L'Étoile du Liban,2.3545852,48.8444998
La Tour de Flandre,2.3760268,48.8897074
Memo,2.3757673,48.8894885
Domino's Pizza,2.3750371,48.8889217
Akdeniz,2.374742,48.888696
Délicatesse Exotique,2.3745301,48.888521
You Tek Heng,2.3737637,48.8878666
Traiteur Shangai,2.3731475,48.8873565
Basilicata,2.3234882,48.8265081
La Poutinerie,2.3483342,48.8723356
Super Nature Comptoir,2.3452179,48.8731612
Supernova,2.35898,48.8649961
Chiche,2.3588107,48.8707939
Les Halles Thaï,2.348656,48.8630841
Waza,2.3637655,48.8621307
Suan Thai,2.3640324,48.8620005
Ai Hsu,2.3688535,48.8609731
Crazy Mango,2.3348627,48.8671651
Özlem,2.3485788,48.8739107
I Love Bobun,2.3329441,48.875205
Myrthe,2.3647549,48.8735056
Carmen Ragosta,2.3646644,48.8734453
DonAntónia,2.3645979,48.8734096
Le Cœur du Liban,2.3631603,48.8723575
Spaghettina,2.3627575,48.8722329
Pizza Pizze,2.290303,48.8762745
Kebab Élysée,2.289909,48.8762675
Mogo,2.3312217,48.8748917
Buns & Co,2.3312816,48.8749089
Trois B,2.3745431,48.8836813
Darna,2.3833895,48.8661566
Asian Soupe,2.3750399,48.873437
Délice Pizza,2.391652,48.8555772
Burger Theory,2.3666628,48.862149
Le Saut du Crapaud,2.3242762,48.8315833
L'Impasto,2.3745017,48.8490162
Mavrommátis,2.2790457,48.8598547
Mister Garden,2.3208097,48.8731269
Planet Sushi Paris - Madeleine,2.3207755,48.8731776
Mister Garden Boétie,2.3175543,48.8743438
Les Polissonnes,2.3696097,48.8760439
Papadoom Kitchen,2.3426454,48.8707259
Au Saint Benoît,2.3326995,48.8543081
Blue Valentine,2.3702672,48.8674819
Café Templier,2.3147677,48.8388878
Pépé Santana,2.3467635,48.895862
Les deux Frères,2.3733339,48.8749745
Chez Qian 鍋得缸,2.3516761,48.8769966
Akira,2.2917188,48.8813717
Toranj,2.3406115,48.8401551
Li Thang,2.3405578,48.840357
Asie Express,2.3406574,48.8402324
La Pomme d'Amour,2.3406044,48.8404071
Le Presles,2.297132,48.8528875
Koï,2.3075491,48.8545591
Hana,2.2750815,48.8575066
Hana,2.3177027,48.8578298
Jah Jah by Le Tricycle,2.3531601,48.8731478
Aux Deux Saveurs,2.3733193,48.8464573
Brother's,2.378565,48.8714073
La Mamma,2.3788103,48.8701139
Comptoir Veggie,2.374726,48.8501892
Grounded,2.3842501,48.854538
Au Pays Bantous,2.3389674,48.8913428
Les Inséparables,2.3421566,48.8902717
Soukhothai,2.3456037,48.8891754
Les Jardins de Shah Jehan,2.3133147,48.8430589
XV Burger,2.3132349,48.8430335
K-Town,2.3132132,48.8432143
Chez Yaya,2.3487484,48.8317325
Les Fêtes Galantes,2.3473683,48.8478712
Khao Suay,2.3724494,48.8537672
La Nouvelle Rôtisserie,2.3706275,48.8737633
Sushi Club,2.3719557,48.8541182
Le Pain Quotidien,2.3045408,48.8698624
Pizzeria Luigi Pepone,2.308115,48.8416481
Les Crêpes de Louis-Marie,2.3501967,48.8404188
Comptoir Coréen,2.340383,48.8172283
Center Milano,2.3774154,48.8704468
Le Café Littéraire,2.3568115,48.8491348
Yankey,2.3513657,48.8294002
Saigon Hanoi,2.3922226,48.8558063
Privé de Dessert,2.3411331,48.8814244
Lansard,2.3359258,48.8767112
Mardin Soupe,2.3528693,48.8704535
Le Pain Quotidien,2.375144,48.8531079
Maison de la Truffe,2.303049,48.8679745
Ibrik Kitchen,2.3467411,48.8687422
IBRIK Coffee shop,2.3383916,48.8752825
Levantine,2.3681377,48.8715656
L'Osteria del Passepartout,2.343109,48.8536194
Berrie,2.3355162,48.8766967
Indira,2.3595181,48.882729
Little Baobei,2.3474794,48.8595711
Aroi Dee,2.2706407,48.8503785
Chez Nelly,2.2707563,48.8504232
Moo Thaï,2.2958743,48.8762805
Idea Sushi,2.3930433,48.886461
HBK,2.394053,48.886817
Le Talon Caché,2.300784,48.8831173
Madama,2.3243147,48.8427275
Mimi,2.3206648,48.8463363
